0	0	31399.01
0	0	31397.06 
2	0	31383.07 
4	0	31373.0 
6	0	31205.05
8	0	31365.96 
10	0	31361.84 
12	0	31358.72 
14	0	31355.31 
16	0	31342.50 
18	0	31336.94 
20	0	31333.62 
22	0	31341.35 
24	0	31350.20 
26	0	31353.53 
28	0	31345.97 
30	0	31330.78 
32	0	31326.07 
34	0	31324.98 
36	0	31321.08 
38	0	31316.20 
40	0	31312.59 
42	0	31318.05 
44	0	31323.75 
46	0	31327.76 
48	0	31334.80 
50	0	31342.87 
52	0	31346.84 
54	0	31347.96 
54	5	31335.15 
52	5	31335.73 
50	5	31335.17 
48	5	31333.25 
46	5	31332.76 
44	5	31331.69 
42	5	31336.26 
40	5	31340.01 
38	5	31344.57 
36	5	31351.89 
34	5	31353.49 
32	5	31356.03 
30	5	31355.27 
28	5	31348.66 
26	5	31349.85 
24	5	31350.00 
22	5	31346.65 
20	5	31340.19 
18	5	31332.61 
16	5	31331.97 
14	5	31334.15 
12	5	31343.15 
10	5	31360.77 
8	5	31377.87 
6	5	31399.22 
4	5	31415.09 
2	5	31419.26 
0	10	31432.26 
2	10	31417.79 
4	10	31398.82 
6	10	31386.98 
8	10	31373.01 
10	10	 31359.22
12	10	31354.35
14	10	31359.31 
16	10	 31355.34
18	10	 31356.20
20	10	31359.55
22	10	31364.79
24	10	 31363.32
26	10	31363.74
28	10	31358.85
30	10	 31345.86
32	10	31337.12
34	10	31336.55
36	10	31340.93
38	10	31341.70
40	10	31336.74
42	10	 31335.72
44	10	 31337.89
46	10	31333.41
48	10	31331.25
50	10	31326.80
52	10	31323.97
54	10	31320.51
